City,Landmark,Full_Adress,Time
Bardoli," LAKE VIEW POINT,BARDOLI,GUJARAT"," Shop no.26 to 31,Lake View point,Block no 360,Near Baben Lake,Moje Village Baben,Sub district Taluka Bardoli,Bardoli- 394601,Gujarat",11 AM to 11 PM 
Bareilly, D.D.PURAM," GROUND FLOOR,CONVENIENT SHOPPINGPLOT NO. ADEENDAYAL PURAM SCHEMEBAREILLY,BAREILLY - 234001 PH.NO.0581-2304970",11 AM to 11 PM 
Bareilly," PHOENIX MALL, BAREILLY"," Counter No. 1, Second Floor, Phoenix United, Mahanagar Colony, Pilibhit bypass road",11 AM to 11 PM 
Bareilly, CIVIL LINES BAREILLY UTTAR PRADESH, Lower Ground Floor Shop No 1 2 3  4 Sukhwani Boulevard Commerz Survey No 85 Hissa No 1 A2 Mauje Sus Taluka Mulshi Sus Road Pune 411021 Maharashtra near HP Petrol Station 0581-2470089,11 AM to 11 PM 
Batala, AKASHDEEP COMPLEX BATALA PUNJAB," Ground Floor Shop no. 1, 2 & 3,Akashdeep Complex  Plot No. SCF No 1 2 & 3Rai Sahib 8-64 Acre Batala, Punjab 143505",11 AM to 11 PM 
Beed," Bajirao Jagtap Complex , Beed Maharahtra"," Bajirao Jagtap Complex Beed , Revenue Survey No.113/1A, 113/1B Village Dindloi, Ground Floor ,  Shop No 6 ,  7 & 8 , Swaraj Nagar ,  Barshi Road, Beed, Maharashtra, 431122",11 AM to 11 PM 
Begusarai," HAR HAR MAHADEV CHOCK,BEGUSARAI,BIHAR"," Ground Floor,Hotel KDM Place,Holding No.176 to 208,Ward No.6/12,NH-31,Har Har Mahadev Chock,Begusarai-851101 Bihar",11 AM to 11 PM 
Belgaum," NEHRU NAGAR (JNMC CAMPUS), BELGAUM"," Shop No. 2, Ground Floor, CST No. 5434 Convention Centre, Jawharlal Nehru Medical College Campus,K.L.E. University, Ambedkar Road, Belgaum, Karnataka (KA) -5900100831-4217777",11 AM to 11 PM 
Belgaum, SARAFF COLONY TILAKWADI BELAGAVI KARNATAKA, Ground Floor Shop No 1 Plot No 126 CTS No 219/1 Saraff Colony Tilakwadi Belagavi  591302 Karnataka,11 AM to 11 PM 
Bellari," PARVATHI NAGAR,BELLARI,KARNATAKA"," Ground Floor,No.6,Jai Shree Ram Building,Parvathinagar Main Road,Parvathi Nagar,Bellari,Karnataka– 583101",11 AM to 11 PM 
Bellari, Jsw Steel Limited Vidyanagar Bellari, Ground  First Floor Shop No 57 JSW Steel Limited Vidyanagar Township Taluk Sandur District BELLARI 583275 Karnataka,11 AM to 11 PM 
Berhampore," Berhampore, West Bengal"," Ground Floor,  Shop No. 101, Holding No. 27,  Kn Road, Near Hotel White House, Berhampore,  Murshidabad, Berhampore, West Bengal, 742101",11 AM to 11 PM 
Berhampur, BERHAMPUR ODISHA, Shankar Bhavan Ground FloorNorthern row of RamalingamTank Road BerhampurDist Ganjam OdishaPin code-760002,11 AM to 11 PM 
bettiah," BETTIAH ,STATION CHOWK,WEST CHAMPARAN,BIHAR"," Ground flr plot no 1042 station chowk NH 28B Bettiah,Bihar-845438 06254-241500-02-03-04-05",11 AM to 11 PM 
Bhagalpur," BHAGALPUR, BIHAR"," Shop No 8,9,10,11 Ground floor Bhagwati Courtyard Near Civil Surgeon Compound Mahatma Gandhi Road, Bhagalpur-812001PH-0641-2404431/2/3/4/5/6/7/8",11 AM to 11 PM 
Bharuch, MUNICIPAL SHOPPING CENTER," SHOP NO. 3, 4 & 5, MUNICIPAL SHOPPING CENTRE, CIVIL HOSPITAL ROAD, OPPOSITE RELAX CINEMA, BHARUCH-392001, PH-NO:0264-2391300",11 AM to 11 PM 
Bharuch," RADHE COMPLEX, ANKLESHWAR", SHOP NO. 16 17 AND 18 GROUND FLOOR RADHE COMPLEX VILLAGE BHADKODRA NEAR KAPODRAPATIYA ANKLESHWAR GUJRAT-393001 PH.NO.02646255987 88,11 AM to 11 PM 
bhatinda, MITTAL CITY MALL," GROUND FLOOR, SHOP NO. 4 AND 5,MITTAL CITY MALL,GOIANA ROAD,BHATINDA - 151005 PH.NO. 0164-5002030/ 2255551/ 552/ 553/ 554",11 AM to 11 PM 
bhatinda, AMARJEETZ COMPLEX BATHINDA PUNJAB, Ground Floor Amarjeet’z ComplexPlot no.SCF-12 & SCF 13situated at O.U.V.L.SchemeBDA 100 Ft roadBathinda Punjab 151001,11 AM to 11 PM 
Bhavnagar, WADHAWADI ROAD BHAVNAGAR, SURABHI MALL PLOT NO 2139 E F AND GWADHAWADI ROADBHAVNAGAR BHAVNAGAR 364002 PH.NO. 02782471019,11 AM to 11 PM 
Bhilai, GRACE PLAZA," GROUND & FIRST FLOORSHOP NO. 101 (PART), 102, 103, 201 & 202PLOT NO.19(PART), BLOCK-C, GRACE PLAZAPRIYADARSHINI PARISAR(WEST),BHILAI - 490020 PH.NO. 0788-4018001 / 02 / 03 / 04 / 05 / 06",11 AM to 11 PM 
Bhilai, SURYA TREASURE ISLAND," UG 5 – 6,B.N. 143, P. H. Na. 15, Ra, Ni, Ma,Durg 1, Survey nos. 744 (Block B) and 762 (Block C), Surya Treasure Island, Opposite Surya Vihar,Junwani, Bhilai (Chhattisgarh)-490010",11 AM to 11 PM 
Bhilwara," BHILWARA, RAJASTHAN"," Shop No.G-31 &G-32 at Ground Floor, Shop No. F-32 at First Floor, City Centre Mall, Petch Area, Bhupalganj, Bhilwara, Rajasthan-311001PH-",11 AM to 11 PM 
Bhimavaram," Ananda In, Bhimavaram, Andhra Pradesh"," Ground Floor,  Ananda In, Door No. 2-1-22/1/1, R. S No-111/4,  J. P. Road, Ananda Estates,  Bhimavaram, Bhimavaram, Andra Pradesh, 534202",11 AM to 11 PM 
Bhiwadi, V SQUARE MALL," V Square Mall, Khasra No. 489 & 490,Village -Saidpur, Halka –Bhiwadi,Tehsil–Tijara,District Alwar,Sector-15,Alwar Highway, Bhiwadi,Rajasthan -301019,Phone-01493-230208-215",11 AM to 11 PM 
Bhiwani," CITY CENTRE MALL, COURT ROAD, BHIWANI (HARYANA)"," City Centre Mall, Court Road,Near Huda Park, Bhiwani,HARYANA 127021",11 AM to 11 PM 
Bhopal," DB CITY MALL, BHOPAL"," THIRD FLOOR, DB CITY MALL, FOOD COURT STALL NO.1, BHOPAL-462011, PH-NO:0755 - 2514170",11 AM to 11 PM 
Bhopal, EDEN GARDEN," GROUND FLOOR AND FIRST FLOORPLOT NO. 1,2,3, EDEN GARDENRAKSHA TOWERCHUNABHATTI, KOHLAR ROAD,BHOPAL - 462016 PH.NO. 0755-4028700",11 AM to 11 PM 
Bhopal, LALGHATI," GROUND FLOOR, SHOP NO. 5, 6, 7 AND 8,FIRST FLOOR, SHOP NO. 7 AND 8,LALGHATI,BHOPAL-462032,PH.NO.0755-4041111",11 AM to 11 PM 
Bhopal, AURA MALL," Shop no G-05, G-06, & G-07, Ground Floor, AURA MALL,Sector E-8, Arera Colony, Bhopal (M.P.) -462039",11 AM to 11 PM 
Bhopal, MALVIYA NAGAR BHOPAL," Ground Floor, Prakash Towers , Ward No-33, Plot No-8House No-14, Malviya Nagar, Opposite Raj Bhawan,bhopal -462003Ph-07554020950",11 AM to 11 PM 
Bhopal," ASHIMA MALL, BHOPAL"," ASHIMA MALL, FC-9, FC-10, Food Court, Second floor, Khasra No. 397/1/1/2/2, 397/1/1/1/4/2, part of 397/2/5, 397/2/12/1, 397/2/12/2, 397/2/12/3, 397/2/11, and Plot Nos. 67 to 78 of Ganesh Nagar Colony, Village Babadiya Kalan, Hoshangabad Road, BHOPAL",11 AM to 11 PM 
Bhopal," INDRAPURI, BHOPAL"," Ground Floor, Plot No. 29, A Sector, Indrapuri, Bhopal-462023, PH-7554082250",11 AM to 11 PM 
Bhopal," HOSHANGABAD ROAD, BHOPAL"," Ground Floor, Plot no. 11, C Sector, Scheme Vidhya Nagar,BhopalPh No. 7869951570",11 AM to 11 PM 
Bhopal," PEOPLES MALL, BHOPAL"," Shop no GL-1Ground Floor Peoples Mall Rasala Khedi Bhanpur Bhopal Madhya Pradesh, PIN-462037",11 AM to 11 PM 
Bhopal," M.P. NAGAR, BHOPAL, MADHYA PRADESH"," Ground Floor & Mezzanine Floor Plot No. 91-A, Zone-II, M.P. Nagar Bhopal , Madhya Pradesh – 462011",11 AM to 11 PM 
Bhopal, KOLAR ROAD BHOPAL , Shop No 7 8 11 & 12 at Ground Floor at C I Square Building Khasra No 139 140 141 142 143 144 145 146 147 148 149 Patwari Halka No 30 at Village Akbarpur Kolar Road Tehsil Huzur District Bhopal M P  462042 ,11 AM to 11 PM 
Bhopal," Regal Civic Center, Awadhpuri, Bhopal"," Regal Civic Center,  Awadhpuri,  Bhopal,  Ground Floor,  Shop No 7, 8, 9, 10,  Plot No 03,  Regal Civic Center, Khajuri Kalan,  Awadhpuri,  Bhel,  Bhopal, Near Regal Town, Bhopal, Madhya Pradesh, 462022",11 AM to 11 PM 
Bhubaneswar, JAYADEV VIHAR," GROUND FLOOR, SHOP NO-6 JAYADEV VIHAR, XAVIER CROSSING OPPOSITE TO ODISSI RESEARCH CENTRE,BHUWANESHWAR - 751013 PH.NO. 0674-2301285/ 86/ 87/ 2300324/ 424/ 524/ 924",11 AM to 11 PM 
Bhubaneswar, JANPAT," First & Second Floor,Nandi Ghosh Heights (part-2),Plot no-2 (P), Janpath road,Unit-3, MZ Kharvel NagarPH-0674-2575047",11 AM to 11 PM 
Bhubaneswar," KIIT SQUARE,PATIA"," Plot No-516/1728/3687, Khata No.474/2026,New Capital,Hal PS: Chandrasekharpur,Khata No. 474/1545, KIIT Road, Patia, Bhubaneswar,District-Khurda, Orissa, PIN – 751031.Ph:-0674-2726117/8",11 AM to 11 PM 
Bhubaneswar," Baramunda, Bhubaneswar"," Plot No - M18, Near fire Station Square, Baramunda, Baramunda Housing Board Colony, Baramunda, Bhubaneswar",11 AM to 11 PM 
Bhubaneswar, KALPANASQUARE," Shop no 1 Ground floorCorporate Park, Kalpana SquareCTC Road Thana No 52 Thana New CapitalBhubaneswar Odisha Pin751006",11 AM to 11 PM 
Bhubaneswar, Esplanade One," Unit No FS 210, Second Floor (Food court), Esplanade One, Bhubaneswar Town Unit No. 32, Rasulgarh, Thana New Capital, Tahasil Bhubaneswar, District Khurda, bhubaneswar, Odisha",11 AM to 11 PM 
Bhubaneswar, D N  Regalia Bhubneshwar," Unit No FC 103 First Floor D N Regalia IDCO Plot No 1/A Bhagabanpur Industrial Estate DN Square Patrapada, Bhubaneswar 751019 Odisha",11 AM to 11 PM 
Bhubaneswar, INFOCITY SQUARE PATIA, Shop Number 3 Ground Floor Info city Square Revenue Plot No 2 (P) Khata No 474/1607 IDCO Plot No 36/A Ward No.2 Mouza-Patia Chandaka Industrial Estate Bhubaneswar Odisha 751024,11 AM to 11 PM 
Bhubaneswar," Surya Nagar, Bhubaneswar, Odisha"," Aditya Mansion, C/1 Ground Flr, Plot No-112/A, Surya Nagar, Opp Of Raj Bhavan Sbi Bank, Tahasil Bhubaneswar, District Khurda, Bhuwaneshwar, Orissa, 751003",11 AM to 11 PM 
Bhuj," COLLEGE ROAD,BHUJ"," Ground floor,S.No.34/2,Plot No.10,Bhuj-Mirzapar Road,Near R R Lalan College,Bhuj-Kutch-370001,Gujarat",11 AM to 11 PM 
Bidadi," Bidadi, Karnataka"," Ground Floor,  M.S. Square, Khata No. 464/60/4,  Ward No.4, 0, Kenchanakuppe,  Bidadi,  Ramnagara, Bidadi, Karnataka, 562109",11 AM to 11 PM 
Bijapur," SOLAPUR ROAD, BIJAPUR, KARNATAKA", Ground floor Kulloli Complex Mahalbagayat K H B Colony  Solapur Road Bijapur Pin Code -586103,11 AM to 11 PM 
Bijnor," SHOPPERS PRIDE MALL, BIJNOR"," Hall No. 2 (Ground Floor), Hall Nos. 14 & 15 (Lower Ground Floor) Shoppers Pride Mall, Civil Lines, Shastri Chauk Bijnor 246701, Uttar Pradesh ",11 AM to 11 PM 
Bikaner, SADUL GANJ PASATI CIRCLE BIKANER RAJASTHAN, Ground Floor Plot No 42 & 43 Sadul Ganj Panchsati Circle Bikarner Rajasthan Pin 334001,11 AM to 11 PM 
Bilaspur," RAMA MAGNETO MALL, BILASPUR"," GROUND FLOOR, SHOP NO. G-37 & G-38,RAMA MAGNETO MALL, NEAR SAI MANDIR,DEENDAYAL UPADHAYEY CHOWKSRIKANT VERMA ROAD,,BILASPUR - 495004 PH.NO. 07752-432000/ 432007",11 AM to 11 PM 
Bilaspur," CITY MALL 36, BILASPUR"," Shop No. 17 & 18, City Mall 36, Mangla Chowk, Mungeli Road",11 AM to 11 PM 
Bilaspur, SARKANDA BILASPUR CHHATTISGARH,  SHREE PLAZA SARKANDA BILASPUR CHHATTISGARH Shop Nos G 4 G 5  G 9 Ground Floor & Mezzanine Floor Shree Plaza Ph No 20 32 Kh no 505 1 506 2 506 5 Seepat Road Ward No 45 Mouza Sarkanda Bilaspur 495006 Chhattisgarh,11 AM to 11 PM 
Bilimora, PRIYAL COMPLEX BILIMORA GUJARAT, Ground Floor Shop No 3 part of shop no 2 Priyal Complex Khatta No. 1669 Survey No 191   2 Paiky 1 396321 Paiky 2 House no 2664 and part House no 2663 Opp ITI main gate Aatiliya Bilimora Navsari Gujarat 396321,11 AM to 11 PM 
Bodhgaya," Bodhgaya, Bihar"," Ground Floor,  Hotel Heritage & Saffron Restaurant, Bhagalpur More,  Near Nigma Temple, Bodhgaya,  Gaya Sadar, 0, Bodhgaya, Bihar, 824231",11 AM to 11 PM 
Boisar, HARMONY PLAZA BOISAR," Wing No. 1 Harmony Plaza, Survey No. 112 Hissa No 3/1 Tarapur Road, Village BoisarTaluka Palghar Pin Code- 401501 Maharashtra",11 AM to 11 PM 
Bokaro, BOKARO JHARKHAND," Upper Ground floor,Plot No B-15 City CentreSec-4 Bokaro Steel City Jharkhand Pin-827001",11 AM to 11 PM 
Bongaigaon, Chapaguri Road Bongaigaon Assam, Ground Floor Dag No 1221 Patta No 1159 Chapaguri Road Village Shalbari North Bongaigaon Near Lower Assam Hospital Assam 783380,11 AM to 11 PM 
borivali, NIRMAN HEIGHTS BORIVALI W MUMBAI , Shop no 2 3 4 5 & 6 at Ground Floor Building Nirman Heights Located at C T S 233A 234B of village Borivali of L T Road Link Road Opp Don Bosco School Borivali w Mumbai Maharashtra  400091,11 AM to 11 PM 
burdwan, BHARDHAMAN ARCADE, B.B. Ghosh RoadBURDWANWEST BANGAL-713101PH.NO. 0342 2664242-46 / 61-63,11 AM to 11 PM 
burdwan," Police Line, Barddhman"," Ground Floor,  Sree Durga Market, Police Line,  P.O. Sripally, P.S. Bardhaman, G.T. Road East End,  Holding No-8, District Purba Bardhaman, Burdwan, West Bengal, 713103",11 AM to 11 PM 
Calicut, MAVOOR ROAD," FIRST FLOOR, SHOP NO. C, C-1 TO C-7, C-14 AND C-15LAN-SHIP MALL, SURVEY NO. 56/7MAVOOR ROAD JUNCTION,CALICUT - 673001 PH.NO. 0495-2760555/ 56/ 61/ 63/ 65/ 69/ 4020701",11 AM to 11 PM 
Calicut, HILITE MALL CALICUT, FC-2 Food Court 3rd Floor Hilite Mall HiLITE City NH 17 Thondayad ByPass Guruvayoorappan College P O Calicut-673014,11 AM to 11 PM 
Chandigarh, SECTORE-34 CHANDIGARH," SCO-13-15,SECTOR 34 -A,,CHANDIGARH - 160034 PH.NO. 0172-2620666/777/888/889/891/ 892/ 028/ 047",11 AM to 11 PM 
Chandigarh, CHANDIGARH SEC 8B," SCF-3,SECTOR 8/B,,CHANDIGARH - 160008 PH.NO. 0172-2720091/ 92/ 93/ 94/ 95/ 96/ 97/ 98",11 AM to 11 PM 
Chandigarh, DLF CITY CENTRE," FC-1,SECOND FLOOR,DLF FOOD COURTDLF CITY CENTER,CHANDIGARH TECHNOLOGY PARKVILLAGE KISHAN GARAH,CHANDIGARH - 160101 PH.NO. 0172-4670555",11 AM to 11 PM 
Chandigarh, C & D SEC-38," GROUND FLOOR & BASEMENT SCO- 308, SECTOR - 38,C & D, CHANDIGARH,CHANDIGARH - 0 PH.NO. 0172-2626804/ 05/ 06/ 07/ 08 /09/ 10/ 11/ 12",11 AM to 11 PM 
Chandigarh," SECTOR-35C, CHANDIGARH"," SCO-499-500, Sector-35C,Chandigarh-160035PH-0172-4990666",11 AM to 11 PM 
Chandigarh," SECTOR-15C, CHANDIGARH"," Ground Floor and First Floor of Plot No. SCO-29Sector-15C,Chandigarh-160015.Ph. no-1724960900",11 AM to 11 PM 
Chandigarh," ELANTE MALL, CHANDIGARH"," Shop bearing 302 & 304, Third Floor (Tenancy No. counter no 7), Food Quest- Food Court, ELANTE CITY CENTRE-CHANDIGARH,Plot No. 178-178A, Industrial & Business Park, Phase-I, Chandigarh(U.T.)160002",11 AM to 11 PM 
Chandigarh," SECTOR-47, CHANDIGARH"," Ground Floor,SCO No 62,Sector 47 C,Chandigarh,Pincode-160047",11 AM to 11 PM 
Chandigarh, SECTOR 22 C CHANDIGARH, Ground Floor SCO No 13 14 Sector 22 C Chandigarh 160022,11 AM to 11 PM 
Chandrapur," NAGPUR ROAD,CHANDRAPUR,M.H."," Ground floor, Plot no.17,Survey no.112/1,Civil ward number-1,Khas Mouja Devai Govindpur Raiyyatwari,T.S. no.11,Tq. Distt.Chandrapur,M.H.PIN-442402",11 AM to 11 PM 
Chhindwara, PARASIYA ROAD CHINNDWARA M.P., left side of Front portion of Ground Floor Plot no.2/1 3/1 Block No. 46 Pankaj Talkies Parasiya Road Chhindwara (M.P) PIN 480001,11 AM to 11 PM 
Chiplun," MUMBAI-GOA HIGHWAY,CHIPLUN,MAHARASHTRA"," Shop No A10,A11,A12&A13 CRD Prime,Pag Naka,Near Power House,Mumbai Goa Highway,Chiplun,Maharashtra- 415605",11 AM to 11 PM 
Chittorgarh, RAJ MALL CHITTORGARH RAJASTHAN, Ground Floor Plot No. 1 & Part of Plot No. 2 Raj Mall Next to Hotel Panna Udaipur Road Chittorgarh Rajasthan-312205,11 AM to 11 PM 
Cochin," M.G.ROAD, COCHIN"," Coastal Chambers,Ground Floor, 61/2154a,MG Road Ravipuram Ernakulam Opp to Medivision Cochin Pincode-682016,Kerala,ph.no-PH.NO. 0484-2358888/ 2359731/ 32/ 33/ 34/ 35",11 AM to 11 PM 
Cochin, PALARIVATTAM," VADAKUMTHALA ELANJIKAL ARCADEGROUND FLOOR, SHOP NO. G-1 AND G-2SURVEY NO. 133/8A , OPP POLICE STATIONDISTRICT ERNAKULAM KOCHI CORPORATION,PALARIVATTAM,COCHIN - 682025 PH.NO. 0484-2533222/ 2534901/ 02/ 03/ 04/ 05.",11 AM to 11 PM 
Cochin," VYTTILA, COCHIN"," Tharayil Chambers NH-47 Bye Pass  Vyttila, Kerala. Pin-682019.PH-04844066263",11 AM to 11 PM 
Cochin," LULU MALL,KERALA"," Third floor,Unit No F.C.09,Lulu shopping Mall,Edappally,Cochin- 682016",11 AM to 11 PM 
Cochin, ALUVA WEST VILLAGE," Ground floor, Thempadath Sajida Memorial Building, Opposite to Lakshmi Nurshing Home, Palace Road, Aluva, Cochin, Kerala- 683101PH-04844010269",11 AM to 11 PM 
Cochin," CARNIVAL COURT, KAKKANAD VILLAGE, COCHIN, KERALA"," 8A,Carnival Court 9-418-A3,Infopark Road Near Olive Courtyard,Logistic Park,Edachira,Kakkanad,Kochi,- 682030",11 AM to 11 PM 
Cochin," KANJIKUZHI,KOTTAYAM", Door number 104-ESuburban Square Opposite Sugar N Spice Kanjikuzhi KK Road Kottayam 686002 Kerala 481-2578688-2575031-36,11 AM to 11 PM 
Cochin, EDAPPALLY  COCHIN KERALA, Ground floor Ward  number XXV Shop No  9A1 9B 9B1  Nanu's Complex Madukapilly Koonamthai  Edappally PO  COCHIN  Kerala - 682024 PH- Number 0484-4032888,11 AM to 11 PM 
Cochin, ANGAMALY COCHIN KERALA, GROUND FLOOR FIRST FLOOR SY  NO 232  RE SY NO 403 37 BLOCK 11 THANDAPPER 18569 TALUKA ALUVA  VILLAGE ANGAMALY DISTRICT  ERNALKULAM MUNICIPALITY  ANGAMALY KERALA 683572,11 AM to 11 PM 
Coimbatore, AVINASHI ROAD," #1391AVINASHI ROAD,PEELAMEDU,,COIMBATORE - 641004 PH.NO. 0422-2578333/ 34/ 35/ 36/ 37/ 38",11 AM to 11 PM 
Coimbatore, SAI BABA COLONY," GROUND FLOOR, NO.1,1A,1B,1C & 2, BHARTHI PARK CROSS ROAD, SAIBABA COLONY, BELOW MEGA MART, N.S.R ROAD",11 AM to 11 PM 
Coimbatore, RAMANATHAPURAM," GROUND FLOOR, SHOP NO-2, BUILDING NO 1935/1, TRICHY ROAD, RAMANATHAPURAM, COIMBATORE, TAMILNADU-641045, PH.NO.0422-2311111.",11 AM to 11 PM 
Coimbatore, BROOKFIELD MALL," Third Floor,Shop No.T-12A,Brook Field Mall,No.67-71,Food Court Level,Krishnaswamy Road,Coimbatore,Tamil Nadu-641001",11 AM to 11 PM 
Coimbatore," SATHY ROAD,GANAPATHY,COIAMBATORE"," No.244,Ground floor, Athipalayam pirivu,Sakthi Road,Ganapathy,Coimbatore– 641006,Tamil Nadu",11 AM to 11 PM 
Coimbatore," KUNIYAMUTHUR,COIMBATORE,TAMILNADU"," Ground and First Floor,NO-8/450 A,KVA Complex,Palakkad Main Road,Kuniyamuthur,Coimbatore- 641008",11 AM to 11 PM 
Coimbatore," Prozone Mall, Coimbatore, Tamil Nadu"," Unit number F-35,Foodcourt,1stFloor Prozone Mall,Sivanandhapuram,Saravanampatty,Coimbatore-641035,Ph.no-04226628222",11 AM to 11 PM 
Coimbatore, MAYANZ FORUM THUDIYALUR COIMBATORE, Mayanz Forum No 27 Ground Floor Mettupalayam Main Road Vellakinaru Thudiyalur Post Coimbatore-641034,11 AM to 11 PM 
Cuttack," COLLEGE SQUARE,CUTTACK"," First Floor, Unit No 24,Plot No-967, Khata No-758/190,College Square, P.S. No. 3,Tahasil No. 237,Khasara No. 997, Thana Malgodown,Tahasil-Cuttack Sadar, Dist-Cuttack, Pin-753003,Ph- 0671- 2549031-33",11 AM to 11 PM 
Daman, KATHIRIA VILLAGE," GROUND FLOOR,SHOP/HOUSE NO 14-33/A-G1 TO AG-3,AG-5,AG-6SARVODAY SOCIETY,DEVKA ROADNANI DAMAN,DAMAN - 396210 PH.NO. 260-2250312/ 2250314/ 2250316/ 2250319/ 2250324/ 2250315",11 AM to 11 PM 
darjeeling, RINK MALL DARJEELING," SHOP NO. 19, 110, 117 AND 118, FIRST FLOOR, 19 LA-DENLA ROAD, OPP. GPO, OPP. GPO,P.O. AND DISTRICT, DARJEELING-734101, PH-NO: 0354-2255435",11 AM to 11 PM 
Davangere, DAVANGERE," DAVANGERE,KARNATAKA,Ground Floor,No-2670,2670/2,KADLI COMPLEX,MCC B-Block,Adjacent to Bapuji Co-Operative Bank,Davangere,Karnataka-577004.08192-225312-18",11 AM to 11 PM 
dehradun, RAJPUR ROAD," 65- A , G. FLRRAJPUR ROADRAJPUR ROAD,,DEHRADUN - 248001 PH.NO. 0135-2746501",11 AM to 11 PM 
dehradun, DEHRADUN 2," Unit No 21, Ground Floor, Plot No. M. P. 1, Vikas Cinemall, Indira Nagar, DEHRADUN, UTTARANCHAL, 248006. PH NO : 0135-2760973",11 AM to 11 PM 
dehradun, SHREE TOWER," Khasra Nos 3 (Old No. 1), 4 and 6,Main Haridwar Road, Village Chak Ajabpur Kalan, Paragna Pachhwa Doon,District Dehradun-248001 (Uttarakhand)PH-0135-2666237",11 AM to 11 PM 
dehradun," PACIFIC MALL, DEHRADUN"," Shop No. UG-04, Upper Ground Floor, Pacific Mall, Maujha Jakhan, Rajpur Road, Dehradun, Uttarakhand- PIN 248009PH-0135-2738400",11 AM to 11 PM 
dehradun," SAHARANPUR ROAD, DEHRADUN"," Old Khasra No-501 Min,(New Khasra No-583 K),Village Mauja Neeranjan Pur, Pargana, Kendraya Doon,Saharnpur Road, Opposite ITI,Dehradun-248003(Uttarakhand)",11 AM to 11 PM 
dehradun, Shastradhara Road Dehradun," First Floor , Glaxy Tower, Sector No.6,  Sahastradhara Road, Mauza Danda Nooriwala,  Parwadoon, 0, Dehradun, Uttrakhand, 248001",11 AM to 11 PM 
dehradun, Prince Chowk Dehradun," Soi Tower,  Upper Ground Floor, Property No.57/17,  Sector-4, Gandhi Road & 1/3,  Hardiwar Road, , Dehradun, Uttrakhand, 248001",11 AM to 11 PM 
dehradun, Chakrata Road Dehradun," Plot No.1 And 2, 679/1, Vijay Park Colony, Chakrata Road, Dehradun, Uttarakhand, 248001",11 AM to 11 PM 
deoghar," DEOGHAR, JHARKAND"," Ground Floor, Manorma International Hotel,Plan Plot No. 1460 & 1461 (Part),Jamabandi No. 10/2911,District Deoghar 814 112, Jharkhand,PH.NO-06432-275053/38/29",11 AM to 11 PM 
Dewas," TARANI COLONY, AB ROAD"," Upper Ground Floor, 314, Tarani Colony, Dewas, Madhya Pradesh -PIN 455001",11 AM to 11 PM 
Dhanbad, OZONE PLAZA BANK MORE," Shop No. UG- 09, Upper Ground Floor, Ozone Plaza, Bank More, DHANBAD 826001. PH NO : 0326 2300231-34, 2300236/45/46",11 AM to 11 PM 
Dhanbad," OZONE GALLERIA, DHANBAD"," Shop no. 403, Fourth Floor, , Ozone Galleria, Dhanbad â€“ Govindpur Main Road, Â , Saraidhela,",11 AM to 11 PM 
Dharamshala," HILLSIDE MALL, DHARAMSHALA (HIMACHAL PRADESH)"," Shop No. 1, Ground Floor, Hillside Mall, Khaniyara Road, Kotwali Bazar, Sudher, Dharamshala",11 AM to 11 PM 
Dharwad, DHARWAD KARNATAKA, Ground Floor CTS No 342/A/17Hosayellapur Opp Axis BankHubli Dharwad Road Dharwad Karnataka580001,11 AM to 11 PM 
Dhule," PANDIT LEELA PALACE,DHULE"," Pandit leela palace,Ground Floor Shop No:4&5,Plot No:32,33&34,Survey No 21/A-1,Situated at Deopur,Opp Jaihind college,Wadibhokar Road,Dhule–Pin-424002,Maharashtra",11 AM to 11 PM 
Dibrugarh, DIBRUGARH ASSAM, First Floor of City Regency Building Municipal Holding No. 15/409 R K B Path Near Head Post Office Thana Chariali Dibrugarh Assam - 786001,11 AM to 11 PM 
Dimapur, CITY TOWER CIRCULAR ROAD DIMAPUR , Ground Floor Elite Complex Circular Road Near City Tower Dimapur Town Nagaland 797117,11 AM to 11 PM 
Durg," NEW ADARSH NAGAR, DURG"," Ground Floor, Chandrakar Ojas Villa, KH No. 96/18, New Adarsh Nagar, Ward No. 52",11 AM to 11 PM 
Durg, RAJENDRA CHOWK," Ground Floor,Shanti Fitness building,between Mauza Green Chownk and Rajendra Park chownk,Ward no-24,Amdi Mandir,PH-16/24,Durg Khasra no-1348/40,Durg,Chhattisgarh-491001",11 AM to 11 PM 
Durgapur, CITY CENTER," GROUND FLOOR, BESIDE JUNCTION MALL, CITY CENTER, DURGAPUR, WEST BENGAL-713216, PH.NO.8348494941-48",11 AM to 11 PM 
Durgapur," Bidhan Nagar,Durgapur"," Ground Floor , A/1/7, S.S.B Sarani Sector-2A, Durgapur Bidhan Nagar, Durgapur, Durgapur, West Bengal, 713212",11 AM to 11 PM 
Erode," ERODE, TAMIL NADU"," 64/5 GROUND FLOOR,GRDI COMPLEX,NEAR SAKTHI MAHAL,PERUNDURAI ROAD,PALAYAPALAYAM,ERODE-38011PH:0424-2268844",11 AM to 11 PM 
Faridabad, FARIDABAD(TOWN PARK)," R-1, TOWN PARK,OPP. DISTRICT COURT,SECTOR -12,FARIDABAD - 121001 PH.NO. 0129-4165031",11 AM to 11 PM 
Faridabad, PRISTINE MALL, SHOP NO 1 & 2PRISTINE MALL AND MULTIPLEX SECTOR 31 FARIDABAD PH 0129-4256700,11 AM to 11 PM 
